label,area_filled,perimeter,axis_major_length,axis_minor_length,eccentricity,area,intensity_mean,intensity_max,intensity_min
0,,,,,,,,,
1,29.0,18.86396103067893,7.853436897338211,4.935022236649111,0.7778983506301059,29.0,58.72413793103448,67.0,49.0
2,32.0,24.242640687119284,12.953143085278311,3.1741863858801147,0.9695100778153846,32.0,73.34375,118.0,40.0
3,316.0,65.11269837220809,22.94785673587347,17.64278455558406,0.6394645523780353,316.0,95.33227848101266,248.0,22.0
4,258.0,60.2842712474619,22.477334668569057,14.716400471677105,0.7558699598237298,258.0,113.58527131782944,204.0,19.0
5,59.0,32.27817459305202,15.198124697479766,5.328296994078263,0.9365293784749328,59.0,80.88135593220339,162.0,35.0
6,304.0,64.5269119345812,20.66476253588884,18.92458332112656,0.4016573627417115,304.0,87.46381578947368,253.0,30.0
7,163.0,55.8700576850888,20.47300910013088,11.3689049210925,0.8316421884304861,163.0,59.2760736196319,93.0,30.0
8,124.0,39.21320343559643,13.875408413141749,11.3834222690182,0.5717861839807512,124.0,95.93548387096774,155.0,28.0
9,478.0,80.18376618407356,26.77755138633069,22.845603154860928,0.5216452037834255,478.0,96.2531380753138,179.0,36.0
10,71.0,29.556349186104043,10.023724984880705,9.048539011179736,0.4302448743816973,71.0,85.63380281690141,130.0,40.0
11,164.0,46.04163056034262,16.096068031713997,13.05258194858862,0.5851606096900837,164.0,71.5548780487805,120.0,35.0
12,298.0,62.2842712474619,21.50594033991769,17.774346499391573,0.562958100100281,298.0,97.74161073825503,186.0,26.0
13,313.0,65.698484809835,22.99302964337049,17.593870262703756,0.6438131083978549,313.0,82.42172523961662,198.0,25.0
14,332.0,67.11269837220809,23.793097584045256,17.84581765016302,0.6613904322607078,332.0,88.68072289156626,146.0,31.0
15,314.0,67.11269837220809,22.96536448887688,18.12776568736901,0.6139403724874952,314.0,72.36942675159236,123.0,27.0
16,295.0,63.941125496954285,23.009684634005783,16.727150088200542,0.6866784391451113,295.0,96.03050847457628,224.0,27.0
17,143.0,41.79898987322333,14.533636076866449,12.50519323752038,0.5095667101153286,143.0,98.55944055944056,183.0,27.0
18,134.0,40.38477631085024,13.955227541656615,12.216821730447569,0.483345327984947,134.0,82.80597014925372,137.0,40.0
19,285.0,60.8700576850888,21.209893913012767,17.114853633933393,0.5906500485882875,285.0,99.08070175438596,182.0,28.0
20,20.0,13.65685424949238,6.0,4.09878030638384,0.7302967433402214,20.0,67.3,94.0,52.0
21,177.0,48.2842712474619,16.874259109060045,13.570843858275088,0.5943134990376142,177.0,76.71186440677967,139.0,30.0
22,265.0,58.8700576850888,19.682826088949597,17.18116022649597,0.487897220522837,265.0,99.12830188679246,173.0,28.0
23,272.0,67.59797974644667,26.637560109534927,13.327411214516118,0.8658382486643851,272.0,108.86029411764706,247.0,23.0
24,282.0,61.698484809834994,21.05557160989345,17.456866151949036,0.5591220502833156,282.0,87.7517730496454,161.0,35.0
25,287.0,63.4558441227157,21.357056533309443,17.379091500815107,0.5812290324932629,287.0,70.46341463414635,132.0,35.0
26,313.0,63.698484809834994,22.095742769704824,18.092367616930737,0.5740547733996865,313.0,85.10862619808307,145.0,34.0
27,281.0,60.04163056034261,19.328001836719643,18.608377433617072,0.2703297994203861,281.0,95.68327402135232,192.0,26.0
28,293.0,61.941125496954285,20.645017488979104,18.21085396769412,0.4710727111192103,293.0,94.6245733788396,171.0,26.0
29,278.0,59.698484809834994,19.326952768107315,18.336493224029628,0.3160203223900904,278.0,95.82014388489208,159.0,33.0
30,169.0,46.62741699796952,16.42577493551992,13.129403495165006,0.6009093980773081,169.0,72.1301775147929,108.0,42.0
31,146.0,42.62741699796952,14.043337067082488,13.295546184627876,0.3219661008609288,146.0,69.88356164383562,102.0,42.0
32,214.0,54.38477631085023,18.15432137252512,15.874908491609458,0.4851293390134299,214.0,85.0,180.0,22.0
33,159.0,49.55634918610404,19.99572544122407,10.494430428019347,0.8512047900866054,159.0,89.87421383647799,169.0,35.0
