label,area_filled,perimeter,axis_major_length,axis_minor_length,eccentricity,area,intensity_mean,intensity_max,intensity_min
0,,,,,,,,,
1,64.0,31.899494936611667,14.184742379730311,6.062831629748832,0.9040535404456704,64.0,98.390625,156.0,45.0
2,45.0,25.106601717798213,9.926295654908811,6.29269713933444,0.7733804751562076,45.0,72.37777777777778,115.0,40.0
3,104.0,35.55634918610404,12.9295828285574,10.243507122823296,0.6101921068462771,104.0,93.15384615384616,140.0,45.0
4,161.0,48.7634559672906,16.841200138055648,12.580806106165362,0.6647953736501848,161.0,73.1055900621118,115.0,42.0
5,295.0,61.698484809834994,20.704425168394,18.24965647456866,0.4723007070106906,295.0,152.55254237288136,255.0,27.0
6,120.0,40.04163056034261,14.147168987815304,10.88024962270715,0.6391572143323385,120.0,79.43333333333334,114.0,38.0
7,386.0,71.94112549695427,23.015824662863427,21.45154740690372,0.3623690164260204,386.0,139.1139896373057,255.0,33.0
8,182.0,48.38477631085023,16.097604029706503,14.598175539909429,0.4214450648181798,182.0,83.32417582417582,154.0,34.0
9,298.0,62.52691193458119,21.601025365230047,17.632421897531373,0.5776605660933547,298.0,131.11409395973155,255.0,27.0
10,4.0,2.0,4.47213595499958,0.0,1.0,4.0,84.25,97.0,70.0
11,231.0,56.38477631085024,18.622851096930606,16.343871616658195,0.4793486420957589,231.0,113.61904761904762,202.0,39.0
12,397.0,74.5269119345812,27.401886101518787,18.628116768214653,0.733386903708688,397.0,117.54156171284636,215.0,33.0
13,225.0,53.698484809834994,17.392078105213724,16.60134649966377,0.2980990083661266,225.0,115.15555555555557,252.0,36.0
14,251.0,56.87005768508881,18.606680167660087,17.252276453484548,0.3745449966242103,251.0,99.91235059760956,161.0,36.0
15,69.0,30.48528137423857,12.559907436762948,7.19848201841213,0.8194632210999485,69.0,65.94202898550725,91.0,48.0
16,108.0,36.97056274847714,13.814422579777755,10.03033124945948,0.6876136503349325,108.0,81.62962962962963,131.0,37.0
17,132.0,45.3492424049175,17.076125491100818,10.585350633668437,0.7846872768576126,132.0,112.65151515151516,208.0,32.0
18,257.0,61.4558441227157,21.01384135413392,15.939596284575549,0.6516399365289695,257.0,95.87548638132296,212.0,40.0
19,270.0,61.45584412271572,21.162537453847325,16.733756704720577,0.6121709574551186,270.0,108.02222222222224,187.0,29.0
20,419.0,82.08326112068522,29.87400583514346,18.243614837089357,0.7918734246863594,419.0,119.33890214797135,222.0,34.0
21,252.0,73.73401871576773,21.213116408121103,18.96862359048845,0.4476813520140676,252.0,110.0952380952381,237.0,29.0
22,277.0,59.698484809834994,20.47392781937929,17.28719417129284,0.5357894528098569,277.0,118.08303249097472,219.0,37.0
23,319.0,73.35533905932738,26.69808266595327,16.17164152980311,0.7956756258549814,319.0,107.60188087774294,219.0,34.0
24,132.0,40.38477631085024,14.498997259268114,11.589568805856045,0.6008844672235771,132.0,99.71969696969695,162.0,36.0
25,272.0,60.52691193458118,20.454161270851504,17.156090433287336,0.5445044505375463,272.0,92.47426470588236,150.0,41.0
26,249.0,56.2842712474619,19.24156820011847,16.48273259720075,0.5159460777565317,249.0,109.66666666666669,220.0,30.0
27,250.0,56.87005768508881,19.94670575710488,15.961562875842674,0.5997192649249328,250.0,109.204,204.0,43.0
28,253.0,58.2842712474619,18.82527024513761,17.19534192802477,0.4070226502214042,253.0,112.3201581027668,230.0,32.0
29,162.0,45.21320343559643,16.723974001202766,12.368308511764251,0.6730954796212648,162.0,90.27777777777776,141.0,43.0
30,154.0,50.45584412271571,15.355950139887632,13.621580987609706,0.4616626790258901,154.0,78.24025974025975,172.0,35.0
31,263.0,60.35533905932738,19.05294125533526,17.77933968024857,0.359475314691789,263.0,94.76045627376426,167.0,42.0
32,252.0,57.4558441227157,19.49981515719577,16.503222479147713,0.5326634953712371,252.0,108.93650793650794,204.0,40.0
33,141.0,41.21320343559643,13.70712888576011,13.088768663679662,0.2969671630740034,141.0,90.63120567375888,165.0,37.0
34,294.0,61.941125496954285,20.2358269329234,18.685244496213507,0.3839006675937693,294.0,93.19727891156462,150.0,43.0
35,221.0,53.45584412271571,17.46565699941349,16.15658447461036,0.3798483623913767,221.0,119.34389140271492,230.0,31.0
36,198.0,49.79898987322333,17.912256356996355,14.095001971185985,0.6170913982205207,198.0,94.12121212121212,162.0,49.0
37,238.0,54.87005768508881,18.73075951469344,16.17993330693045,0.5038070970916032,238.0,131.37394957983193,255.0,26.0
38,245.0,56.04163056034261,19.282699843531827,16.328249726749437,0.5319395321629083,245.0,106.44897959183672,222.0,43.0
39,230.0,56.04163056034261,19.65582849699757,15.109771424016712,0.6395889496939974,230.0,121.84782608695652,220.0,36.0
40,172.0,46.62741699796952,17.35214798609899,12.617550542221052,0.6864825053457176,172.0,90.18023255813954,180.0,49.0
41,245.0,57.35533905932738,19.23193046121414,16.333878124930404,0.527893817203142,245.0,111.0326530612245,208.0,34.0
42,186.0,48.04163056034262,16.54023047192569,14.32085821873242,0.5003560330607519,186.0,112.85483870967742,199.0,39.0
43,133.0,40.38477631085024,14.524764073860569,11.642898785512878,0.5978747592950389,133.0,85.8796992481203,148.0,47.0
44,247.0,56.2842712474619,17.990785138367276,17.492909863105577,0.2336278335305438,247.0,118.97165991902834,248.0,35.0
45,205.0,54.42031021678297,19.13022344718093,13.854247668623024,0.6895823168194076,205.0,95.14146341463416,162.0,36.0
46,129.0,39.79898987322333,13.749161455819252,11.93766904515231,0.4961320777259355,129.0,87.75193798449612,126.0,51.0
47,182.0,47.79898987322333,16.98537464559544,13.636875852324202,0.5961677723929633,182.0,107.34065934065934,196.0,34.0
48,167.0,45.79898987322333,16.42748520273662,12.963488459675352,0.6142209701562865,167.0,100.0119760479042,221.0,38.0
49,497.0,103.976659402887,43.25426111442451,16.778622061473392,0.921698602410184,497.0,111.49496981891348,204.0,37.0
50,321.0,74.76955262170047,28.73270155206121,14.977060983130224,0.85340104701441,321.0,84.88473520249221,124.0,43.0
51,257.0,57.11269837220809,18.728804313329757,17.564002796948596,0.3471572120346577,257.0,114.39299610894942,209.0,36.0
52,253.0,56.62741699796952,20.76291876657657,15.535721417612084,0.6634240657705756,253.0,104.60474308300395,160.0,42.0
53,257.0,57.698484809834994,19.419715881993916,16.92744874355033,0.4901056316373809,257.0,95.96498054474708,183.0,35.0
54,291.0,65.59797974644665,24.731999134238265,15.192721590222389,0.7890771424932203,291.0,98.36769759450172,162.0,37.0
55,256.0,58.284271247461895,18.75379814509052,17.521558608488554,0.3565038123715691,256.0,117.9609375,238.0,26.0
56,126.0,39.79898987322333,13.142779582285645,12.224449309724902,0.3672389524529426,126.0,92.65079365079364,170.0,45.0
57,281.0,61.94112549695428,22.31621742430304,16.132177498872764,0.6909627984844138,281.0,96.23843416370109,172.0,45.0
58,228.0,53.45584412271571,19.037979696561,15.253357048511822,0.5983876756001228,228.0,109.5219298245614,238.0,39.0
59,202.0,52.04163056034261,19.370007230875697,13.332092420925283,0.7254400469577726,202.0,82.73762376237623,121.0,37.0
60,257.0,60.04163056034261,20.94686614205776,15.864977511776097,0.6529610843070333,257.0,101.38910505836576,183.0,35.0
61,189.0,49.45584412271571,18.13939227418487,13.335602396018484,0.6778788768674799,189.0,90.2169312169312,134.0,46.0
62,31.0,20.449747468305837,10.22475280075362,4.036733952882332,0.9187670218954904,31.0,88.45161290322581,123.0,51.0
63,133.0,40.970562748477136,14.890686463965972,11.44363135257369,0.6398385910639034,133.0,89.65413533834587,161.0,43.0
64,239.0,55.698484809834994,19.62539207213305,15.535140197713854,0.6110607726670946,239.0,114.1213389121339,203.0,35.0
65,5.0,3.0,5.656854249492381,0.0,1.0,5.0,74.6,80.0,69.0
66,283.0,60.52691193458119,19.41641012703734,18.60352069953482,0.2863205119116588,283.0,103.68551236749116,190.0,40.0
67,259.0,59.11269837220809,20.959167433396363,15.940147267469042,0.6492987899168314,259.0,96.8030888030888,177.0,40.0
68,215.0,52.62741699796952,18.474548230884896,14.85272543130453,0.5946886719719914,215.0,101.36744186046512,154.0,32.0
69,215.0,52.04163056034261,17.32777243944999,15.79772715625267,0.4108569376896717,215.0,117.53488372093024,199.0,41.0
70,238.0,54.87005768508881,18.035539832976053,16.99602642145466,0.3345920978697794,238.0,113.75210084033614,217.0,38.0
71,260.0,58.2842712474619,19.297784353296123,17.292287626608914,0.4439000170073388,260.0,114.14615384615384,193.0,37.0
72,247.0,57.112698372208094,20.328900373618428,15.643572249204643,0.63861815879067,247.0,95.32388663967612,179.0,42.0
73,325.0,66.04163056034261,20.5830236709549,20.312571278534023,0.1615751268798537,325.0,94.06153846153846,149.0,42.0
74,275.0,61.21320343559643,20.16231466532221,17.55942344252947,0.4914546729998288,275.0,105.18545454545456,168.0,39.0
75,230.0,54.87005768508881,18.586890200985824,15.92005156891976,0.5161130862728307,230.0,114.56521739130434,193.0,35.0
76,282.0,62.2842712474619,22.05545858554908,16.51215183829901,0.6629484039633771,282.0,107.5,190.0,34.0
77,300.0,63.112698372208094,22.20918585910896,17.37963230425517,0.6225971425659244,300.0,102.88,185.0,38.0
78,257.0,56.8700576850888,19.43129127910262,16.86627098870217,0.4965722771787657,257.0,122.15175097276264,249.0,32.0
79,261.0,58.87005768508881,19.85915340876708,16.850719787302452,0.5291769615272404,261.0,120.93869731800768,246.0,33.0
80,121.0,38.38477631085024,12.882997005011402,12.014498535880271,0.3609486771010518,121.0,79.0,115.0,50.0
81,266.0,58.2842712474619,19.02605519957736,17.826998149887874,0.3493879390093692,266.0,115.703007518797,225.0,34.0
82,182.0,48.87005768508881,16.531557007151847,14.199187772159323,0.5121196452215498,182.0,85.12087912087912,149.0,0.0
83,121.0,38.38477631085024,13.870238130994688,11.10709701435825,0.5989501334173516,121.0,86.38842975206612,136.0,50.0
84,285.0,60.62741699796952,20.36561413781778,17.96564623642178,0.4709575411360143,285.0,96.0421052631579,156.0,40.0
85,221.0,53.55634918610404,17.24550817547375,16.47149178412594,0.2962262531102819,221.0,103.9502262443439,162.0,41.0
86,2.0,0.0,2.0,0.0,1.0,2.0,65.5,71.0,60.0
