label,area_filled,perimeter,axis_major_length,axis_minor_length,eccentricity,area,intensity_mean,intensity_max,intensity_min
0,,,,,,,,,
1,19.0,14.82842712474619,8.70571500132014,2.9171382022212677,0.9421885683055246,19.0,84.05263157894737,138.0,50.0
2,142.0,43.31370849898476,15.862859958723652,11.769689688945911,0.6704384213877176,142.0,112.19718309859157,206.0,37.0
3,211.0,63.66295090390226,23.956579811919244,13.043426690715712,0.8387860692377206,211.0,89.7867298578199,197.0,39.0
4,415.0,82.56244584051393,29.8774969240528,18.47211265339005,0.7859722927225076,415.0,101.27469879518073,217.0,36.0
5,265.0,59.21320343559643,20.958000402615117,16.1748222516775,0.6358979364260025,265.0,97.96981132075472,191.0,42.0
6,158.0,44.38477631085024,15.57976283271431,12.963880955649284,0.5546294532372438,158.0,94.25316455696202,149.0,34.0
7,529.0,86.66904755831214,31.55716081991891,21.601676495903064,0.7289890587536461,529.0,114.71266540642722,242.0,33.0
8,84.0,32.14213562373095,10.903445129781131,9.837530981965264,0.431232978989642,84.0,69.25,87.0,53.0
9,8.0,6.0,6.0,1.7320508075688772,0.957427107756338,8.0,80.875,109.0,56.0
10,243.0,56.87005768508881,20.256693889704525,15.3475149501766,0.6526593074976904,243.0,111.0164609053498,220.0,42.0
11,359.0,75.18376618407356,25.095353318610798,19.31966872029236,0.6382243371822602,359.0,118.73259052924791,226.0,33.0
12,259.0,60.04163056034261,20.8211033937806,16.04165087000117,0.6374985859021041,259.0,103.6911196911197,244.0,37.0
13,144.0,43.79898987322333,17.073226408274525,10.84608943634433,0.7722910389005063,144.0,98.67361111111111,180.0,36.0
14,197.0,50.62741699796952,16.626745764756063,15.14492792421293,0.4126769386803772,197.0,99.8477157360406,192.0,40.0
15,136.0,40.97056274847714,13.519890590284138,12.851181651717146,0.3106055999016051,136.0,91.78676470588236,166.0,49.0
16,177.0,48.04163056034262,17.5119131108183,12.871929347680275,0.678025432597417,177.0,89.80790960451978,199.0,43.0
17,261.0,57.4558441227157,18.52076952112377,17.95340373053131,0.2456208750597913,261.0,120.727969348659,255.0,35.0
18,231.0,54.62741699796952,19.28517957564057,15.312605324719494,0.6079060584079433,231.0,105.2034632034632,193.0,42.0
19,273.0,60.04163056034261,20.474680543437486,17.100462730617338,0.5499456169760231,273.0,115.26739926739928,227.0,30.0
20,250.0,58.87005768508881,20.99105472376032,15.256249787680442,0.6868516130306885,250.0,122.276,240.0,29.0
21,149.0,43.79898987322333,14.871672499490732,12.769481319954965,0.5125714065520613,149.0,102.36912751677852,187.0,44.0
22,258.0,59.11269837220809,19.90174753625601,16.743999649581678,0.5405169337807809,258.0,117.96511627906976,255.0,30.0
23,57.0,25.31370849898476,9.382285928428816,7.713222035406911,0.5693362307226644,57.0,64.80701754385964,90.0,53.0
24,216.0,54.2842712474619,19.991179696389946,13.873022707326784,0.7200162712840915,216.0,101.12962962962963,218.0,48.0
25,497.0,94.91168824543142,30.789773748487363,22.86566251480186,0.6696928299925291,497.0,98.1327967806841,192.0,41.0
26,199.0,51.45584412271571,18.82086050643218,13.490769461554958,0.69728010049418,199.0,98.321608040201,156.0,37.0
27,378.0,78.18376618407356,23.97422492459328,21.90796849154909,0.4061342534184665,378.0,105.77777777777776,185.0,34.0
28,154.0,44.38477631085024,16.133700262841188,12.237731532272903,0.6516499612865873,154.0,81.91558441558442,139.0,50.0
29,247.0,59.45584412271571,20.92281799695628,15.46365644531807,0.6736166061994963,247.0,127.5506072874494,255.0,30.0
30,243.0,55.45584412271571,19.211647227373863,16.114931435999495,0.5444234963676874,243.0,118.18930041152264,230.0,30.0
