label,area_filled,perimeter,axis_major_length,axis_minor_length,eccentricity,area,intensity_mean,intensity_max,intensity_min
0,,,,,,,,,
1,25.0,16.82842712474619,7.554136610795001,4.235920214716824,0.8279907159480056,25.0,85.76,111.0,66.0
2,138.0,43.89949493661166,17.30245594741157,10.393231600152776,0.7994898798308376,138.0,96.96376811594205,156.0,46.0
3,222.0,54.04163056034261,18.287589593760483,15.678520161464927,0.5147652906524057,222.0,122.7927927927928,224.0,51.0
4,213.0,51.79898987322333,18.06427914339276,15.161692854983652,0.5436392208325289,213.0,82.87793427230046,116.0,56.0
5,388.0,75.94112549695427,28.37106357303565,18.109442828337272,0.7697820651874167,388.0,117.79123711340206,255.0,41.0
6,376.0,78.08326112068524,24.297268833685848,20.48192055105929,0.5379572305097163,376.0,121.04521276595744,217.0,38.0
7,254.0,59.45584412271571,21.858381003655367,14.966505519634612,0.728821923635024,254.0,109.35826771653544,187.0,48.0
8,495.0,84.32590180780451,27.802578084744532,23.416077443904346,0.5391233183818116,495.0,129.87676767676768,210.0,53.0
9,228.0,71.35533905932738,29.21204346495392,11.394679745933386,0.920786105546715,228.0,79.34649122807018,125.0,50.0
10,405.0,72.76955262170047,24.772076126954754,20.81817799831883,0.5419838408837543,405.0,144.89876543209877,255.0,52.0
11,363.0,78.9116882454314,25.57379802223068,19.016277954180552,0.6686420564076543,363.0,106.28374655647384,177.0,50.0
12,216.0,52.87005768508881,18.34033174469662,15.038389227629692,0.5724168543471468,216.0,125.56944444444444,255.0,41.0
13,392.0,82.18376618407356,27.99314254677864,18.613284441342973,0.7469119080480507,392.0,112.44897959183672,211.0,46.0
14,249.0,56.62741699796952,18.763364410940166,16.97959748199039,0.4255529541703777,249.0,122.0,226.0,39.0
15,429.0,83.01219330881975,28.204921260011,20.713494531743905,0.6787245659985865,429.0,121.25407925407926,212.0,42.0
16,215.0,54.04163056034261,19.43586061632386,14.132591979786868,0.6864891831694103,215.0,123.53023255813952,215.0,49.0
17,8.0,8.414213562373096,4.898979485566356,1.9364916731037085,0.9185586535436918,8.0,86.875,111.0,62.0
18,1000.0,125.53910524340094,42.62483338921564,31.64296564074877,0.6700013642081165,1000.0,136.614,242.0,50.0
19,9.0,8.0,3.265986323710904,3.265986323710904,0.0,9.0,78.33333333333333,88.0,67.0
20,229.0,54.04163056034261,17.643730093264224,16.65728017372368,0.3296860499085623,229.0,118.6244541484716,255.0,50.0
21,792.0,104.08326112068522,36.20508625052358,27.939372287093757,0.6359898307550669,792.0,146.15656565656565,255.0,33.0
22,243.0,55.79898987322333,18.579481259296248,16.707262976480173,0.4374721912684802,243.0,111.43621399176956,168.0,54.0
23,222.0,53.698484809834994,17.783754147927528,16.047442514914156,0.4309720161937022,222.0,127.97747747747748,237.0,38.0
24,166.0,45.21320343559643,15.082057688231655,14.013978830509522,0.3696221408794132,166.0,92.59638554216868,146.0,57.0
25,257.0,58.04163056034261,19.96269244360621,16.467114158387574,0.565286785721396,257.0,111.45525291828794,201.0,46.0
26,91.0,35.89949493661166,14.248507925464905,8.50347507997887,0.8023918281435402,91.0,96.96703296703296,173.0,57.0
27,248.0,57.45584412271571,18.16868787504944,17.67791170858874,0.2308565229303337,248.0,118.26612903225806,201.0,41.0
28,243.0,56.87005768508881,19.82782152522655,15.91192382065352,0.5966455349310713,243.0,103.08641975308642,221.0,56.0
29,502.0,81.84062043356595,27.23353306228812,23.64165279536375,0.4963750492262511,502.0,129.9641434262948,246.0,31.0
30,308.0,63.11269837220809,20.227603163594825,19.546837300825235,0.2572506610869287,308.0,143.85714285714286,255.0,37.0
31,478.0,80.42640687119285,26.77596504900229,22.94013536367041,0.5157426574437067,478.0,127.78033472803348,255.0,48.0
32,199.0,49.45584412271571,16.966355548702175,14.929916499336567,0.4750257011139753,199.0,104.58793969849246,186.0,46.0
33,250.0,58.87005768508881,21.085181280109868,15.265059527722263,0.689830419919089,250.0,89.448,140.0,50.0
34,298.0,63.45584412271571,22.88162133440441,16.656595402115407,0.6856339706134564,298.0,108.27181208053692,188.0,50.0
35,243.0,56.62741699796952,19.927723480661903,15.60856134569032,0.6216960046588849,243.0,109.65020576131688,216.0,34.0
36,94.0,33.55634918610404,11.09196004188568,10.81335218139504,0.2227219960177374,94.0,82.34042553191489,125.0,59.0
37,223.0,54.62741699796952,20.59956282763165,13.813692445745849,0.7418355715993693,223.0,144.7085201793722,253.0,39.0
38,112.0,36.970562748477136,12.265500372593875,11.612365884100706,0.3219688053854269,112.0,91.6875,131.0,58.0
39,124.0,40.14213562373095,13.107090859788023,12.327655035024462,0.3397015849329621,124.0,86.66129032258064,117.0,53.0
40,290.0,61.698484809834994,20.990814531768788,17.697648867786427,0.5377349180367812,290.0,116.61379310344827,201.0,50.0
41,240.0,55.45584412271571,18.799657375866467,16.281732923570328,0.4999307053622813,240.0,122.55833333333334,216.0,47.0
42,211.0,55.698484809834994,22.025010164766808,12.385545855406338,0.8269060652145062,211.0,143.61611374407582,255.0,39.0
43,313.0,64.2842712474619,21.56299086174289,18.6130010677581,0.504875808846551,313.0,120.22683706070288,243.0,48.0
44,201.0,50.87005768508881,16.383701614246817,15.62996761715104,0.2998228645406793,201.0,140.08457711442787,255.0,51.0
45,278.0,61.45584412271571,20.315827626778677,17.653258114106023,0.494915468758476,278.0,110.74460431654676,194.0,47.0
46,294.0,62.04163056034261,21.601338352427064,17.48086431561332,0.5874656092632387,294.0,92.50680272108843,162.0,56.0
47,283.0,63.4558441227157,23.03937270924534,15.853024453992989,0.7256310121369081,283.0,123.68904593639576,204.0,41.0
48,517.0,87.35533905932738,33.55179616691229,20.028853747075857,0.8022760235470748,517.0,110.55512572533848,207.0,43.0
49,262.0,59.45584412271571,22.22597770167908,15.13091774107528,0.7324914321175106,262.0,101.17175572519083,161.0,54.0
50,80.0,35.10660171779821,14.333130976010844,7.557040189420621,0.8497146720512502,80.0,125.0125,190.0,41.0
51,291.0,64.2842712474619,20.52639208651961,18.38529964728583,0.4446774893083474,291.0,90.64948453608248,134.0,52.0
52,510.0,99.63961030678928,38.57226110243303,17.873298486349448,0.886163960366052,510.0,108.99019607843135,254.0,41.0
53,261.0,59.45584412271571,21.17543780193903,15.929739048727852,0.6588499663448403,261.0,121.57088122605364,227.0,42.0
54,75.0,30.14213562373095,11.132830701511027,8.572804060538324,0.6379870335055441,75.0,91.33333333333331,131.0,53.0
55,258.0,57.698484809834994,18.703705053137444,17.629063516777016,0.3340822579764546,258.0,126.40697674418604,235.0,47.0
56,253.0,57.11269837220809,19.452959756921864,16.581299054969904,0.5229241159820005,253.0,119.87351778656128,214.0,48.0
57,471.0,82.32590180780451,28.3873197320249,21.636594436130203,0.647350762402546,471.0,117.1995753715499,247.0,51.0
58,191.0,49.21320343559643,16.26803257377907,14.961441875631614,0.3926603827117814,191.0,118.16753926701573,187.0,53.0
59,234.0,54.8700576850888,18.477738417533686,16.20498463124787,0.4804895804184689,234.0,123.03418803418803,240.0,33.0
60,360.0,75.25483399593904,26.424342519561197,17.713311558247025,0.7420534897225219,360.0,110.6361111111111,188.0,43.0
61,169.0,46.62741699796952,15.457071816757306,13.932506914593796,0.4330543589982288,169.0,117.49704142011836,235.0,47.0
62,244.0,56.38477631085024,19.14383422958491,16.466657380682328,0.5100333680838635,244.0,134.1639344262295,252.0,49.0
63,250.0,56.2842712474619,19.370944113321,16.441845035110703,0.5287316593204087,250.0,123.86,223.0,52.0
64,295.0,61.698484809834994,21.623345839314837,17.535262737560945,0.5851276070587653,295.0,103.22033898305084,155.0,53.0
65,288.0,63.11269837220809,19.780986452610907,18.789413249760244,0.3126378208741879,288.0,94.86458333333331,159.0,44.0
66,256.0,57.11269837220809,20.27759082481288,16.100346760558125,0.6079216450529564,256.0,122.06640625,196.0,48.0
67,211.0,51.21320343559643,16.650822141035853,16.148486509833088,0.243777520309527,211.0,115.30331753554502,209.0,59.0
68,295.0,62.2842712474619,21.135020686830103,18.111082794437507,0.5154446409115655,295.0,114.23728813559322,204.0,43.0
69,632.0,97.25483399593904,32.224709310052134,26.080257490306792,0.5873613148766074,632.0,122.4509493670886,255.0,46.0
70,257.0,59.45584412271571,19.543125384153196,16.835486292440997,0.5078371057206688,257.0,114.06614785992218,224.0,56.0
71,22.0,14.242640687119284,5.502816709244202,4.972652484064489,0.4282593998234223,22.0,77.81818181818181,86.0,65.0
72,434.0,113.39696961967,35.04697175822254,21.557141368017007,0.7884546905360833,434.0,101.43778801843318,239.0,44.0
73,79.0,35.31370849898476,15.310551822033366,6.922887518640302,0.8919345793963376,79.0,103.9367088607595,145.0,55.0
74,1088.0,142.46803743153546,55.12264712611771,25.888969314727163,0.8828467279060028,1088.0,122.90716911764706,232.0,51.0
75,214.0,72.31980515339464,24.69889035834665,13.04079333585369,0.8492499273331574,214.0,101.7196261682243,200.0,49.0
76,243.0,57.45584412271571,20.75153424991913,15.020728939793788,0.6899709795189888,243.0,112.16460905349794,201.0,0.0
77,123.0,39.79898987322333,14.291581640989326,11.006653635587808,0.6378634932061119,123.0,110.86178861788618,170.0,52.0
78,122.0,38.970562748477136,14.047688271352188,11.171610853420429,0.6062642102049708,122.0,109.8934426229508,156.0,46.0
