label,area_filled,perimeter,axis_major_length,axis_minor_length,eccentricity,area,intensity_mean,intensity_max,intensity_min
0,,,,,,,,,
1,221.0,53.21320343559643,17.60492603184554,16.115153100055434,0.4025966227798165,221.0,97.6289592760181,171.0,42.0
2,146.0,42.14213562373095,14.99816508952656,12.478785369281228,0.5547444298876055,146.0,89.41780821917808,164.0,49.0
3,359.0,84.08326112068522,26.607198251069487,19.286103137244307,0.6889116501497691,359.0,95.98607242339833,180.0,45.0
4,326.0,67.698484809835,24.93698714990084,16.802648291992497,0.7389098813688547,326.0,83.04601226993866,142.0,45.0
5,281.0,62.04163056034261,21.28197998555295,17.10637803420745,0.5949045406954346,281.0,95.64768683274022,209.0,35.0
6,245.0,60.04163056034262,20.97233613323084,15.810548018700672,0.657016333914018,245.0,96.9673469387755,157.0,39.0
7,148.0,43.21320343559643,15.780190451713436,11.942621274000595,0.6536338062482389,148.0,86.22297297297297,160.0,41.0
8,429.0,75.35533905932738,23.920989565848554,22.911516980220316,0.2874364392765659,429.0,100.24708624708624,197.0,42.0
9,472.0,89.97665940288701,31.840141386148037,20.47692267711445,0.7657682879998173,472.0,96.6313559322034,201.0,39.0
10,70.0,35.31370849898476,15.965660116217656,5.92584645743461,0.9285681258251638,70.0,81.47142857142858,114.0,50.0
11,301.0,62.52691193458118,20.780471022271637,18.64800405572035,0.4412561376571439,301.0,95.94019933554816,161.0,38.0
12,150.0,46.62741699796952,17.826828944267557,10.948562199497657,0.7891799221100277,150.0,77.29333333333334,117.0,47.0
13,242.0,56.2842712474619,18.622222567031745,16.552291326118777,0.4582057120670951,242.0,97.33471074380164,161.0,45.0
14,257.0,56.8700576850888,18.916017680589604,17.307899134338832,0.4034846553088624,257.0,100.24124513618678,182.0,38.0
15,302.0,63.11269837220809,21.16827263918225,18.23395226956513,0.5079590667555055,302.0,106.43708609271523,206.0,42.0
16,300.0,63.11269837220809,20.56383862670388,18.599393264936637,0.4265353715460502,300.0,105.89666666666666,184.0,44.0
17,286.0,62.2842712474619,20.1418123653836,18.38123549242749,0.4088737887029303,286.0,98.8986013986014,202.0,46.0
18,240.0,56.2842712474619,20.546146169185395,14.96711357294985,0.6850848204232567,240.0,97.92916666666666,199.0,46.0
19,288.0,60.8700576850888,19.328036349683167,18.987424893207685,0.1869084435439844,288.0,111.67013888888889,203.0,39.0
20,287.0,61.698484809834994,21.14203007229465,17.642370083683264,0.5510547869421156,287.0,95.34146341463416,152.0,43.0
21,351.0,69.11269837220809,23.696316952085414,18.998631120937254,0.5976533788696464,351.0,95.17378917378916,186.0,40.0
22,208.0,54.14213562373095,20.191250913001586,13.417887983179751,0.7472529536034437,208.0,104.72596153846152,169.0,45.0
23,306.0,64.52691193458118,21.40782115610504,18.250155434916973,0.5227281451598931,306.0,102.18954248366012,196.0,42.0
24,139.0,42.04163056034261,14.423319112109615,12.290775024928005,0.5233039620739448,139.0,79.94964028776978,133.0,46.0
25,302.0,66.2842712474619,22.02963754131695,17.954469613453423,0.579440843640815,302.0,85.85099337748345,148.0,44.0
26,257.0,58.2842712474619,18.805151105551047,17.491933549715085,0.3671363489603158,257.0,123.80933852140078,245.0,41.0
27,161.0,45.79898987322333,14.832230741185985,13.908966548130298,0.3473033330142837,161.0,80.98136645962732,127.0,46.0
28,303.0,66.5269119345812,23.57737467512804,16.83239000695965,0.700225946171772,303.0,98.88118811881188,193.0,41.0
29,144.0,41.21320343559643,14.097133297478113,12.998901879662162,0.3869626061172528,144.0,101.71527777777776,159.0,41.0
30,216.0,52.87005768508881,17.743962596065025,15.507394843067637,0.4860098887549356,216.0,121.82407407407408,247.0,42.0
31,355.0,71.698484809835,24.69691401279467,18.660293473246064,0.6550657609270254,355.0,77.59154929577464,110.0,47.0
32,282.0,60.04163056034261,19.4821285464052,18.45728594586977,0.3200644893074351,282.0,96.19503546099293,183.0,45.0
33,172.0,46.62741699796952,15.48418710581927,14.250400484793756,0.3911673315311404,172.0,72.04651162790698,96.0,49.0
34,252.0,58.2842712474619,18.58177723731241,17.65149289622005,0.3124455704055053,252.0,86.37301587301587,171.0,42.0
35,729.0,107.74011537017762,42.43870548906161,22.298817111516136,0.8508332221961393,729.0,108.440329218107,240.0,43.0
36,207.0,53.21320343559643,20.6597448284109,12.753708423980877,0.7867108370443373,207.0,140.07729468599032,255.0,28.0
37,247.0,57.21320343559643,18.934664234912887,16.845227645494607,0.4566426812830697,247.0,101.00404858299596,187.0,41.0
38,277.0,65.97665940288702,21.18610891567245,16.96331134503185,0.599091147389233,277.0,68.65342960288808,91.0,45.0
39,306.0,64.76955262170047,21.95039576184951,18.09648785551944,0.5659690391812813,306.0,93.48366013071896,193.0,40.0
40,305.0,63.11269837220809,21.0047103976282,18.553822626905,0.4687757132949245,305.0,106.59344262295082,255.0,48.0
41,291.0,63.941125496954285,23.63072819591016,15.8273010712981,0.7425629558818223,291.0,124.23024054982818,255.0,28.0
42,272.0,60.52691193458119,19.40262738256357,18.070220262685663,0.3641801560642255,272.0,118.82720588235294,222.0,39.0
43,338.0,81.59797974644667,22.62990312194095,21.220283349072687,0.3474193624733752,338.0,94.0828402366864,184.0,28.0
44,275.0,58.8700576850888,19.73825410374637,17.766649115793,0.4356575482034878,275.0,101.33818181818182,188.0,41.0
45,401.0,87.59797974644667,34.012353048989425,16.772568542076808,0.8699546848277031,401.0,98.11970074812967,250.0,39.0
46,303.0,63.698484809834994,20.99047023707132,18.5974909927215,0.4636912130336599,303.0,82.73597359735973,158.0,44.0
47,254.0,56.04163056034261,18.59639867038837,17.442698662751067,0.3467404848112158,254.0,124.3464566929134,255.0,40.0
48,161.0,45.21320343559643,15.529126931200722,13.19696266126384,0.527073017922518,161.0,85.95031055900621,121.0,47.0
49,289.0,61.45584412271571,21.3762077617482,17.241168955569186,0.591153843191389,289.0,106.49134948096886,195.0,39.0
50,162.0,44.62741699796952,15.348819961919554,13.490807919144586,0.4769184200215409,162.0,82.73456790123457,132.0,48.0
51,56.0,25.31370849898476,8.862073966446282,8.019706093714507,0.4255245742371757,56.0,75.32142857142857,95.0,51.0
52,265.0,58.2842712474619,19.48509245033168,17.39277850982237,0.4508103452966502,265.0,112.5320754716981,198.0,31.0
53,155.0,43.79898987322333,15.094996121649636,13.055963329289373,0.5019098282358995,155.0,98.12903225806453,166.0,45.0
54,270.0,58.87005768508881,19.12079885536317,18.074374324910806,0.3262805724784587,270.0,104.54074074074074,177.0,42.0
55,284.0,61.11269837220809,20.268254073108952,17.99491594917147,0.4601571256565737,284.0,111.59154929577464,219.0,39.0
56,331.0,65.698484809835,22.47263182338868,18.86498734403932,0.543413795684318,331.0,113.02719033232628,234.0,37.0
57,320.0,65.698484809835,23.243053929984157,17.585833439386604,0.6538710891928299,320.0,89.596875,182.0,44.0
58,314.0,64.8700576850888,23.005454901222148,17.50993436109004,0.6486099405956343,314.0,125.14012738853503,255.0,37.0
59,259.0,58.2842712474619,18.903670696024843,17.493011398240135,0.3790494076439208,259.0,114.06949806949808,228.0,33.0
60,152.0,47.9350288425444,16.994045038348304,11.87271813885399,0.7154734604736604,152.0,76.89473684210526,134.0,44.0
61,306.0,64.52691193458118,22.584799457026023,17.51987727069326,0.6310556511034258,306.0,100.140522875817,196.0,44.0
62,294.0,60.8700576850888,20.33979335631212,18.42113722134133,0.4239836746240258,294.0,110.08503401360544,210.0,41.0
63,304.0,62.04163056034262,20.922721448871467,18.55261601413525,0.4623049947204949,304.0,101.49013157894736,185.0,39.0
64,272.0,60.04163056034261,19.71372910442772,17.76723615661677,0.4332743868456616,272.0,104.85661764705884,226.0,39.0
65,287.0,61.698484809834994,22.30625096315206,16.4389671087518,0.6759289077687055,287.0,99.05226480836237,179.0,41.0
