label,area_filled,perimeter,axis_major_length,axis_minor_length,eccentricity,area,intensity_mean,intensity_max,intensity_min
0,,,,,,,,,
1,12.0,12.414213562373096,7.118052168020874,1.9720265943665376,0.960856708378043,12.0,80.58333333333333,104.0,65.0
2,96.0,35.692388155425114,12.980794870796355,9.77582082771776,0.657907457092895,96.0,129.23958333333334,255.0,35.0
3,4.0,2.0,4.47213595499958,0.0,1.0,4.0,71.25,76.0,68.0
4,137.0,42.38477631085024,16.650517721253586,10.489534432324485,0.7766093458282126,137.0,91.37226277372262,129.0,45.0
5,251.0,57.45584412271571,19.74309835023265,16.260289571423453,0.5671803694827791,251.0,102.80478087649402,244.0,41.0
6,148.0,43.21320343559643,15.01295361864004,12.68733300096729,0.5346202726034215,148.0,87.9391891891892,136.0,41.0
7,222.0,54.62741699796952,18.25197567233531,15.609294046334714,0.5182796548734491,222.0,100.16216216216216,179.0,39.0
8,263.0,58.52691193458119,20.061229344607263,16.805573423459222,0.5461091393171146,263.0,105.14828897338404,225.0,31.0
9,239.0,55.45584412271571,19.25228152103848,15.83782860978536,0.5685526994463644,239.0,123.6652719665272,254.0,33.0
10,275.0,60.2842712474619,19.563272011409857,18.023258475060143,0.3888990615096945,275.0,97.97090909090907,225.0,41.0
11,258.0,57.698484809834994,18.78037965588112,17.51464406497457,0.3609031484759948,258.0,110.18604651162792,198.0,35.0
12,285.0,60.52691193458119,19.97265916495916,18.249463040586253,0.4063393318512412,285.0,89.3438596491228,173.0,42.0
13,254.0,57.698484809834994,20.158011568716752,16.09490144045769,0.6020784199477499,254.0,114.18110236220473,197.0,36.0
14,243.0,59.11269837220809,22.29292417315193,14.20814217149542,0.7705838349449325,243.0,117.95473251028808,223.0,28.0
15,49.0,23.07106781186548,8.4952385365065,7.310625798893923,0.5093563751337803,49.0,80.46938775510205,116.0,51.0
16,249.0,57.45584412271571,20.29774570344876,15.7291484069123,0.6320581614486858,249.0,103.59437751004016,229.0,33.0
17,282.0,60.52691193458119,20.305412768134644,17.72650892898293,0.4877304689666438,282.0,121.72695035460993,214.0,35.0
18,258.0,57.45584412271571,19.846413840182223,16.623250738036873,0.5462921787580473,258.0,107.50387596899223,221.0,33.0
19,73.0,29.556349186104043,10.329890126399656,8.987307500942629,0.492999944744429,73.0,74.36986301369863,147.0,46.0
20,537.0,94.76955262170048,38.32335164844772,18.562622013944043,0.8748641124955467,537.0,100.292364990689,205.0,40.0
